scoring_date,ACCOUNT_ID,SKU_ID,rank,score,k_recommended,model,generation_ts
2022-09-01,313819,24880,6,2.6001,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.016645Z
2022-09-01,313819,2201,7,2.043,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.016652Z
2022-09-01,313819,25119,8,1.7022,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.016658Z
2022-09-01,313843,7651,1,3.8282,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.766987Z
2022-09-01,313843,23902,2,2.7901,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.766994Z
2022-09-01,313843,2201,3,2.2885,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767000Z
2022-09-01,313843,7038,4,2.0874,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767007Z
2022-09-01,313843,19088,5,1.8626,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767014Z
2022-09-01,313843,25119,6,1.5951,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767020Z
2022-09-01,314055,7038,1,4.6052,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837098Z
2022-09-01,314055,7651,2,3.8079,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837105Z
2022-09-01,314055,19088,3,3.1186,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837111Z
2022-09-01,314055,26567,4,2.4296,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837118Z
2022-09-01,314055,19341,5,2.3669,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837125Z
2022-09-01,314055,19089,6,1.882,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837131Z
2022-09-01,314055,16667,7,1.7864,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837140Z
2022-09-01,314055,16668,8,1.7657,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.837148Z
2022-09-01,314166,19088,1,4.2082,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767065Z
2022-09-01,314166,19341,2,3.372,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767071Z
2022-09-01,314166,14622,3,2.0916,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767078Z
2022-09-01,314166,8101,4,1.4203,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767085Z
2022-09-01,314166,21014,5,1.1013,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767091Z
2022-09-01,314166,24118,6,1.0603,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767098Z
2022-09-01,314166,6582,7,0.9528,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.767105Z
2022-09-01,314264,19088,1,2.9914,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830529Z
2022-09-01,314264,19086,2,2.5199,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830535Z
2022-09-01,314264,19341,3,2.3731,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830545Z
2022-09-01,314264,7475,4,2.2804,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830553Z
2022-09-01,314264,7476,5,2.2005,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830559Z
2022-09-01,314264,19089,6,2.1652,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830566Z
2022-09-01,314264,19337,7,1.8901,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830572Z
2022-09-01,314264,23902,8,1.6282,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830579Z
2022-09-01,314264,14191,9,1.4755,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830586Z
2022-09-01,314264,25979,10,1.2758,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.830592Z
2022-09-01,314348,7651,1,2.9941,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979246Z
2022-09-01,314348,2201,2,2.1117,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979253Z
2022-09-01,314348,24932,3,1.2774,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979260Z
2022-09-01,314348,76476,4,1.1298,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979266Z
2022-09-01,314348,77727,5,0.9668,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979273Z
2022-09-01,314348,77843,6,0.8693,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979279Z
2022-09-01,314348,15238,7,0.8462,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979286Z
2022-09-01,314358,21972,1,3.2817,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887908Z
2022-09-01,314358,21970,2,2.9373,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887915Z
2022-09-01,314358,21973,3,2.8774,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887922Z
2022-09-01,314358,19336,4,2.6007,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887928Z
2022-09-01,314358,8412,5,2.3975,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887935Z
2022-09-01,314358,1483,6,2.2365,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887942Z
2022-09-01,314401,1416,1,1.5945,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814317Z
2022-09-01,314401,1418,2,1.5265,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814324Z
2022-09-01,314401,1422,3,1.4514,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814334Z
2022-09-01,314401,19086,4,1.3863,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814342Z
2022-09-01,314401,7476,5,1.285,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814349Z
2022-09-01,314401,21972,6,1.1711,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814358Z
2022-09-01,314401,19337,7,1.0854,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814366Z
2022-09-01,314401,21973,8,1.0794,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814372Z
2022-09-01,314401,21970,9,1.0671,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814379Z
2022-09-01,314401,11522,10,1.0595,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.814386Z
2022-09-01,314476,7038,1,2.1131,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866279Z
2022-09-01,314476,26567,2,1.7282,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866286Z
2022-09-01,314476,24880,3,1.4193,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866293Z
2022-09-01,314482,7038,1,2.8379,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004876Z
2022-09-01,314482,19088,2,2.8088,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004883Z
2022-09-01,314482,24118,3,2.0388,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004890Z
2022-09-01,314482,19341,4,1.8733,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004896Z
2022-09-01,314482,808,5,1.3436,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004903Z
2022-09-01,314482,14622,6,0.8973,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004909Z
2022-09-01,314482,1486,7,0.6108,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004916Z
2022-09-01,314482,77846,8,0.5694,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.004925Z
2022-09-01,314540,19088,1,4.1939,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969272Z
2022-09-01,314540,7038,2,3.5207,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969279Z
2022-09-01,314540,19341,3,3.3198,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969285Z
2022-09-01,314540,7026,4,3.0701,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969334Z
2022-09-01,314540,26567,5,3.0558,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969341Z
2022-09-01,314540,24880,6,2.967,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.969348Z
2022-09-01,314567,7038,1,2.5938,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750034Z
2022-09-01,314567,7651,2,1.9292,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750043Z
2022-09-01,314567,7026,3,1.9042,3,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750053Z
2022-09-01,314769,19088,1,1.8201,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037889Z
2022-09-01,314769,23902,2,1.8098,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037896Z
2022-09-01,314769,7651,3,1.7532,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037903Z
2022-09-01,314769,19341,4,1.2284,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037909Z
2022-09-01,314769,23903,5,1.2205,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037916Z
2022-09-01,314769,16137,6,0.6887,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037923Z
2022-09-01,314769,25119,7,0.6805,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037929Z
2022-09-01,314769,2201,8,0.6138,8,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.037936Z
2022-09-01,314825,7038,1,3.9696,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921175Z
2022-09-01,314825,24880,2,3.5811,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921182Z
2022-09-01,314825,19399,3,3.5659,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921189Z
2022-09-01,314825,17991,4,3.5245,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921196Z
2022-09-01,314825,16936,5,3.2786,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921202Z
2022-09-01,314825,7651,6,3.0869,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921209Z
2022-09-01,314825,24118,7,3.0656,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921218Z
2022-09-01,314825,16668,8,3.0455,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921225Z
2022-09-01,314825,19088,9,3.0372,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.921232Z
2022-09-01,314829,19088,1,2.3083,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035350Z
2022-09-01,314829,19089,2,2.294,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035357Z
2022-09-01,314829,7026,3,2.0757,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035364Z
2022-09-01,314829,19341,4,1.9493,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035371Z
2022-09-01,314829,16667,5,1.9316,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035378Z
2022-09-01,314829,24118,6,1.9186,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035384Z
2022-09-01,314829,19399,7,1.8369,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035392Z
2022-09-01,314829,17991,8,1.6382,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035398Z
2022-09-01,314829,19339,9,1.5745,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035405Z
2022-09-01,314829,16936,10,1.5672,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.035411Z
2022-09-01,314893,7651,1,1.9958,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.071994Z
2022-09-01,314893,2201,2,1.2819,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.072001Z
2022-09-01,314893,19088,3,0.7656,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.072007Z
2022-09-01,314893,8101,4,0.5579,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.072014Z
2022-09-01,314893,25119,5,0.4263,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.072021Z
2022-09-01,314965,7038,1,5.0671,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954269Z
2022-09-01,314965,16667,2,4.8743,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954276Z
2022-09-01,314965,16668,3,4.7024,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954283Z
2022-09-01,314965,19253,4,4.2999,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954290Z
2022-09-01,314965,24880,5,4.2689,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954297Z
2022-09-01,314965,21967,6,3.5416,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954303Z
2022-09-01,314965,25033,7,2.8369,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954312Z
2022-09-01,314965,21971,8,2.7023,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954319Z
2022-09-01,314965,641,9,2.0943,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954325Z
2022-09-01,314965,8126,10,1.9827,10,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.954332Z
2022-09-01,315091,19086,1,1.2567,4,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887986Z
2022-09-01,315091,23902,2,1.2128,4,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.887993Z
2022-09-01,315091,21973,3,0.9177,4,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.888000Z
2022-09-01,315091,1416,4,0.7992,4,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.888006Z
2022-09-01,315248,19088,1,2.0102,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995405Z
2022-09-01,315248,7026,2,1.9737,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995412Z
2022-09-01,315248,16667,3,1.5229,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995418Z
2022-09-01,315248,19253,4,1.3957,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995425Z
2022-09-01,315248,7484,5,1.3097,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995432Z
2022-09-01,315248,25059,6,1.0566,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.995438Z
2022-09-01,315288,7651,1,1.6485,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090049Z
2022-09-01,315288,23902,2,1.6031,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090056Z
2022-09-01,315288,24880,3,1.2036,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090063Z
2022-09-01,315288,16667,4,1.1305,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090069Z
2022-09-01,315288,7038,5,1.0877,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090076Z
2022-09-01,315288,26567,6,0.9377,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090083Z
2022-09-01,315288,16668,7,0.92,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090089Z
2022-09-01,315288,19019,8,0.6802,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090096Z
2022-09-01,315288,7484,9,0.6782,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090102Z
2022-09-01,315288,1416,10,0.5651,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090109Z
2022-09-01,315288,19337,11,0.5552,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090116Z
2022-09-01,315288,2201,12,0.5262,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.090122Z
2022-09-01,315341,7038,1,2.0881,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979329Z
2022-09-01,315341,23902,2,1.946,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979336Z
2022-09-01,315341,21972,3,1.8107,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979343Z
2022-09-01,315341,19088,4,1.6337,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979349Z
2022-09-01,315341,19341,5,1.3695,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979356Z
2022-09-01,315341,21970,6,1.1402,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979363Z
2022-09-01,315341,19089,7,1.0775,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.979369Z
2022-09-01,315441,19088,1,3.4677,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914685Z
2022-09-01,315441,19341,2,2.8704,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914692Z
2022-09-01,315441,7038,3,1.4908,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914698Z
2022-09-01,315441,14622,4,1.4811,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914705Z
2022-09-01,315441,7651,5,1.158,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914712Z
2022-09-01,315441,21973,6,0.9588,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.914718Z
2022-09-01,315473,19088,1,3.9616,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984801Z
2022-09-01,315473,7651,2,3.7646,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984808Z
2022-09-01,315473,19341,3,3.2969,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984814Z
2022-09-01,315473,7038,4,2.8853,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984821Z
2022-09-01,315473,2201,5,2.2568,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984828Z
2022-09-01,315473,14622,6,1.9225,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984835Z
2022-09-01,315473,24880,7,1.4608,7,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.984841Z
2022-09-01,315551,7038,1,3.3842,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021361Z
2022-09-01,315551,7651,2,2.1325,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021368Z
2022-09-01,315551,19341,3,1.5195,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021375Z
2022-09-01,315551,7475,4,1.4936,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021384Z
2022-09-01,315551,19088,5,1.4327,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021391Z
2022-09-01,315551,7026,6,1.3229,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.021398Z
2022-09-01,315580,19088,1,4.2938,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899763Z
2022-09-01,315580,19341,2,3.545,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899770Z
2022-09-01,315580,7651,3,2.0412,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899777Z
2022-09-01,315580,14622,4,1.7853,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899784Z
2022-09-01,315580,26567,5,0.9076,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899791Z
2022-09-01,315580,8413,6,0.9068,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.899797Z
2022-09-01,315715,18355,1,1.2577,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.892987Z
2022-09-01,315715,18354,2,1.2217,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.892994Z
2022-09-01,315715,23902,3,1.1545,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893001Z
2022-09-01,315715,18377,4,1.0158,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893007Z
2022-09-01,315715,20433,5,0.7824,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893014Z
2022-09-01,315715,18360,6,0.7822,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893020Z
2022-09-01,315715,7468,7,0.7279,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893027Z
2022-09-01,315715,25184,8,0.7192,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893034Z
2022-09-01,315715,24598,9,0.6902,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.893041Z
2022-09-01,315988,7038,1,3.439,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.946548Z
2022-09-01,315988,19088,2,2.8567,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.946555Z
2022-09-01,315988,7651,3,2.2838,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.946562Z
2022-09-01,315988,19341,4,1.6915,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.946569Z
2022-09-01,315988,24880,5,1.5175,5,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.946575Z
2022-09-01,316055,19088,1,2.1551,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866340Z
2022-09-01,316055,23902,2,1.787,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866347Z
2022-09-01,316055,19341,3,1.7071,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866354Z
2022-09-01,316055,1416,4,1.4972,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866361Z
2022-09-01,316055,23903,5,1.2025,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866367Z
2022-09-01,316055,24880,6,0.8935,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.866374Z
2022-09-01,316076,7038,1,3.3488,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000596Z
2022-09-01,316076,24118,2,3.0541,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000603Z
2022-09-01,316076,17991,3,2.3866,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000609Z
2022-09-01,316076,26567,4,2.1702,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000616Z
2022-09-01,316076,24880,5,2.1151,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000623Z
2022-09-01,316076,16936,6,1.8928,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000630Z
2022-09-01,316076,7634,7,1.7776,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000636Z
2022-09-01,316076,19399,8,1.7135,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000643Z
2022-09-01,316076,24932,9,1.6758,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.000650Z
2022-09-01,316213,16667,1,2.9448,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131796Z
2022-09-01,316213,16668,2,2.8926,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131802Z
2022-09-01,316213,7038,3,2.878,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131809Z
2022-09-01,316213,19088,4,2.6155,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131816Z
2022-09-01,316213,24880,5,2.5722,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131822Z
2022-09-01,316213,19253,6,2.4116,6,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:20.131829Z
2022-09-01,316536,1416,1,3.2144,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923231Z
2022-09-01,316536,7651,2,2.9243,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923238Z
2022-09-01,316536,7038,3,2.4905,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923245Z
2022-09-01,316536,1422,4,2.3108,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923251Z
2022-09-01,316536,1418,5,2.2898,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923258Z
2022-09-01,316536,2201,6,2.0693,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923265Z
2022-09-01,316536,25979,7,1.9416,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923271Z
2022-09-01,316536,25981,8,1.8283,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923278Z
2022-09-01,316536,19086,9,1.746,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923285Z
2022-09-01,316536,19341,10,1.7344,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923291Z
2022-09-01,316536,11522,11,1.71,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923298Z
2022-09-01,316536,14622,12,1.6291,12,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.923304Z
2022-09-01,316560,7651,1,3.3065,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909370Z
2022-09-01,316560,7038,2,2.823,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909377Z
2022-09-01,316560,2201,3,2.2005,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909384Z
2022-09-01,316560,16936,4,2.0846,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909391Z
2022-09-01,316560,19399,5,2.0532,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909397Z
2022-09-01,316560,25119,6,1.9863,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909406Z
2022-09-01,316560,23902,7,1.5072,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909414Z
2022-09-01,316560,17991,8,1.4364,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909421Z
2022-09-01,316560,16951,9,1.1015,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909428Z
2022-09-01,316560,7475,10,1.0678,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909437Z
2022-09-01,316560,23903,11,1.0109,11,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.909444Z
2022-09-01,316658,7038,1,5.1845,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750102Z
2022-09-01,316658,7026,2,4.3195,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750111Z
2022-09-01,316658,16667,3,4.3102,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750121Z
2022-09-01,316658,24880,4,4.3097,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750131Z
2022-09-01,316658,19253,5,4.0815,9,"nmf_(k=20,_blend=0.5)",2026-02-23T18:53:19.750140Z
